customer_id,plan,country,monthly_spend,orders,last_seen,marketing_opt_in
C-0215,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0216,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0217,Starter,NL,29,20,2026-06-21T12:00:00Z,false
C-0218,Pro,NL,39,21,2026-06-22T12:00:00Z,true
C-0219,Team,FR,49,22,2026-06-23T12:00:00Z,true
C-0220,Starter,BE,59,23,2026-06-24T12:00:00Z,false
C-0221,Pro,DE,69,24,2026-06-25T12:00:00Z,true
C-0222,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0223,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0224,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0225,Team,DE,109,0,2026-06-01T12:00:00Z,true
C-0226,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0227,Pro,NL,129,2,2026-06-03T12:00:00Z,true
C-0228,Team,NL,139,3,2026-06-04T12:00:00Z,true
C-0229,Starter,FR,29,4,2026-06-05T12:00:00Z,false
C-0230,Pro,BE,39,5,2026-06-06T12:00:00Z,true
C-0231,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0232,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0233,Pro,DE,69,8,2026-06-09T12:00:00Z,true
C-0234,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0235,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0236,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0237,Team,NL,109,12,2026-06-13T12:00:00Z,true
C-0238,Starter,NL,119,13,2026-06-14T12:00:00Z,false
C-0239,Pro,FR,129,14,2026-06-15T12:00:00Z,true
C-0240,Team,BE,139,15,2026-06-16T12:00:00Z,true
C-0241,Starter,DE,,16,2026-06-17T12:00:00Z,false
C-0242,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0243,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0244,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0245,Pro,DE,69,20,2026-06-21T12:00:00Z,true
C-0246,Team,DE,79,21,2026-06-22T12:00:00Z,true
C-0247,Starter,NL,89,22,2026-06-23T12:00:00Z,false
C-0248,Pro,NL,99,23,2026-06-24T12:00:00Z,true
C-0249,Team,FR,109,24,2026-06-25T12:00:00Z,true
C-0250,Starter,BE,119,25,2026-06-26T12:00:00Z,false
C-0251,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0252,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0253,Starter,DE,29,0,2026-06-01T12:00:00Z,false
C-0254,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0255,Team,DE,49,2,2026-06-03T12:00:00Z,true
C-0256,Starter,DE,59,3,2026-06-04T12:00:00Z,false
C-0257,Pro,NL,69,4,2026-06-05T12:00:00Z,true
C-0258,Team,NL,79,5,2026-06-06T12:00:00Z,true
C-0259,Starter,FR,89,6,2026-06-07T12:00:00Z,false
C-0260,Pro,BE,99,7,2026-06-08T12:00:00Z,true
C-0261,Team,DE,109,8,2026-06-09T12:00:00Z,true
C-0262,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0263,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0264,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0265,Starter,DE,29,12,2026-06-13T12:00:00Z,false
C-0266,Pro,DE,39,13,2026-06-14T12:00:00Z,true
C-0267,Team,NL,49,14,2026-06-15T12:00:00Z,true
C-0268,Starter,NL,59,15,2026-06-16T12:00:00Z,false
C-0269,Pro,FR,69,16,2026-06-17T12:00:00Z,true
C-0270,Team,BE,79,17,2026-06-18T12:00:00Z,true
C-0271,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0272,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0273,Team,DE,109,20,2026-06-21T12:00:00Z,true
C-0274,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0275,Pro,DE,129,22,2026-06-23T12:00:00Z,true
C-0276,Team,DE,139,23,2026-06-24T12:00:00Z,true
C-0277,Starter,NL,29,24,2026-06-25T12:00:00Z,false
C-0278,Pro,NL,39,25,2026-06-26T12:00:00Z,true
C-0279,Team,FR,49,26,2026-06-27T12:00:00Z,true
C-0280,Starter,BE,59,27,2026-06-28T12:00:00Z,false
C-0281,Pro,DE,,0,2026-06-01T12:00:00Z,true
C-0282,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0283,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0284,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0285,Team,DE,109,4,2026-06-05T12:00:00Z,true
C-0286,Starter,DE,119,5,2026-06-06T12:00:00Z,false
C-0287,Pro,NL,129,6,2026-06-07T12:00:00Z,true
C-0288,Team,NL,139,7,2026-06-08T12:00:00Z,true
C-0289,Starter,FR,29,8,2026-06-09T12:00:00Z,false
C-0290,Pro,BE,39,9,2026-06-10T12:00:00Z,true
C-0291,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0292,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0293,Pro,DE,69,12,2026-06-13T12:00:00Z,true
C-0294,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0295,Starter,DE,89,14,2026-06-15T12:00:00Z,false
C-0296,Pro,DE,99,15,2026-06-16T12:00:00Z,true
C-0297,Team,NL,109,16,2026-06-17T12:00:00Z,true
C-0298,Starter,NL,119,17,2026-06-18T12:00:00Z,false
C-0299,Pro,FR,129,18,2026-06-19T12:00:00Z,true
C-0300,Team,BE,139,19,2026-06-20T12:00:00Z,true
C-0301,Starter,DE,29,20,2026-06-21T12:00:00Z,false
C-0302,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0303,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0304,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0305,Pro,DE,69,24,2026-06-25T12:00:00Z,true
C-0306,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0307,Starter,NL,89,26,2026-06-27T12:00:00Z,false
C-0308,Pro,NL,99,27,2026-06-28T12:00:00Z,true
C-0309,Team,FR,109,0,2026-06-01T12:00:00Z,true
C-0310,Starter,BE,119,1,2026-06-02T12:00:00Z,false
C-0311,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0312,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0313,Starter,DE,29,4,2026-06-05T12:00:00Z,false
C-0314,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0315,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0316,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0317,Pro,NL,69,8,2026-06-09T12:00:00Z,true
C-0318,Team,NL,79,9,2026-06-10T12:00:00Z,true
C-0319,Starter,FR,89,10,2026-06-11T12:00:00Z,false
C-0320,Pro,BE,99,11,2026-06-12T12:00:00Z,true
C-0321,Team,DE,,12,2026-06-13T12:00:00Z,true
C-0322,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0323,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0324,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0325,Starter,DE,29,16,2026-06-17T12:00:00Z,false
C-0326,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0327,Team,NL,49,18,2026-06-19T12:00:00Z,true
C-0328,Starter,NL,59,19,2026-06-20T12:00:00Z,false
C-0329,Pro,FR,69,20,2026-06-21T12:00:00Z,true
C-0330,Team,BE,79,21,2026-06-22T12:00:00Z,true
C-0331,Starter,DE,89,22,2026-06-23T12:00:00Z,false
C-0332,Pro,DE,99,23,2026-06-24T12:00:00Z,true
C-0333,Team,DE,109,24,2026-06-25T12:00:00Z,true
C-0334,Starter,DE,119,25,2026-06-26T12:00:00Z,false
C-0335,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0336,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0337,Starter,NL,29,0,2026-06-01T12:00:00Z,false
C-0338,Pro,NL,39,1,2026-06-02T12:00:00Z,true
C-0339,Team,FR,49,2,2026-06-03T12:00:00Z,true
C-0340,Starter,BE,59,3,2026-06-04T12:00:00Z,false
C-0341,Pro,DE,69,4,2026-06-05T12:00:00Z,true
C-0342,Team,DE,79,5,2026-06-06T12:00:00Z,true
C-0343,Starter,DE,89,6,2026-06-07T12:00:00Z,false
C-0344,Pro,DE,99,7,2026-06-08T12:00:00Z,true
C-0345,Team,DE,109,8,2026-06-09T12:00:00Z,true
C-0346,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0347,Pro,NL,129,10,2026-06-11T12:00:00Z,true
C-0348,Team,NL,139,11,2026-06-12T12:00:00Z,true
C-0349,Starter,FR,29,12,2026-06-13T12:00:00Z,false
C-0350,Pro,BE,39,13,2026-06-14T12:00:00Z,true
C-0351,Team,DE,49,14,2026-06-15T12:00:00Z,true
C-0352,Starter,DE,59,15,2026-06-16T12:00:00Z,false
C-0353,Pro,DE,69,16,2026-06-17T12:00:00Z,true
C-0354,Team,DE,79,17,2026-06-18T12:00:00Z,true
C-0355,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0356,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0357,Team,NL,109,20,2026-06-21T12:00:00Z,true
C-0358,Starter,NL,119,21,2026-06-22T12:00:00Z,false
C-0359,Pro,FR,129,22,2026-06-23T12:00:00Z,true
C-0360,Team,BE,139,23,2026-06-24T12:00:00Z,true
C-0361,Starter,DE,,24,2026-06-25T12:00:00Z,false
C-0362,Pro,DE,39,25,2026-06-26T12:00:00Z,true
C-0363,Team,DE,49,26,2026-06-27T12:00:00Z,true
C-0364,Starter,DE,59,27,2026-06-28T12:00:00Z,false
C-0365,Pro,DE,69,0,2026-06-01T12:00:00Z,true
C-0366,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0367,Starter,NL,89,2,2026-06-03T12:00:00Z,false
C-0368,Pro,NL,99,3,2026-06-04T12:00:00Z,true
C-0369,Team,FR,109,4,2026-06-05T12:00:00Z,true
C-0370,Starter,BE,119,5,2026-06-06T12:00:00Z,false
C-0371,Pro,DE,129,6,2026-06-07T12:00:00Z,true
C-0372,Team,DE,139,7,2026-06-08T12:00:00Z,true
C-0373,Starter,DE,29,8,2026-06-09T12:00:00Z,false
C-0374,Pro,DE,39,9,2026-06-10T12:00:00Z,true
C-0375,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0376,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0377,Pro,NL,69,12,2026-06-13T12:00:00Z,true
C-0378,Team,NL,79,13,2026-06-14T12:00:00Z,true
C-0379,Starter,FR,89,14,2026-06-15T12:00:00Z,false
C-0380,Pro,BE,99,15,2026-06-16T12:00:00Z,true
C-0381,Team,DE,109,16,2026-06-17T12:00:00Z,true
C-0382,Starter,DE,119,17,2026-06-18T12:00:00Z,false
C-0383,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0384,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0385,Starter,DE,29,20,2026-06-21T12:00:00Z,false
C-0386,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0387,Team,NL,49,22,2026-06-23T12:00:00Z,true
C-0388,Starter,NL,59,23,2026-06-24T12:00:00Z,false
C-0389,Pro,FR,69,24,2026-06-25T12:00:00Z,true
C-0390,Team,BE,79,25,2026-06-26T12:00:00Z,true
C-0391,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0392,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0393,Team,DE,109,0,2026-06-01T12:00:00Z,true
C-0394,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0395,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0396,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0397,Starter,NL,29,4,2026-06-05T12:00:00Z,false
C-0398,Pro,NL,39,5,2026-06-06T12:00:00Z,true
C-0399,Team,FR,49,6,2026-06-07T12:00:00Z,true
C-0400,Starter,BE,59,7,2026-06-08T12:00:00Z,false
C-0401,Pro,DE,,8,2026-06-09T12:00:00Z,true
C-0402,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0403,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0404,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0405,Team,DE,109,12,2026-06-13T12:00:00Z,true
C-0406,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0407,Pro,NL,129,14,2026-06-15T12:00:00Z,true
C-0408,Team,NL,139,15,2026-06-16T12:00:00Z,true
C-0409,Starter,FR,29,16,2026-06-17T12:00:00Z,false
C-0410,Pro,BE,39,17,2026-06-18T12:00:00Z,true
C-0411,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0412,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0413,Pro,DE,69,20,2026-06-21T12:00:00Z,true
C-0414,Team,DE,79,21,2026-06-22T12:00:00Z,true
C-0415,Starter,DE,89,22,2026-06-23T12:00:00Z,false
C-0416,Pro,DE,99,23,2026-06-24T12:00:00Z,true
C-0417,Team,NL,109,24,2026-06-25T12:00:00Z,true
C-0418,Starter,NL,119,25,2026-06-26T12:00:00Z,false
C-0419,Pro,FR,129,26,2026-06-27T12:00:00Z,true
C-0420,Team,BE,139,27,2026-06-28T12:00:00Z,true
C-0421,Starter,DE,29,0,2026-06-01T12:00:00Z,false
C-0422,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0423,Team,DE,49,2,2026-06-03T12:00:00Z,true
C-0424,Starter,DE,59,3,2026-06-04T12:00:00Z,false
C-0425,Pro,DE,69,4,2026-06-05T12:00:00Z,true
C-0426,Team,DE,79,5,2026-06-06T12:00:00Z,true
